Destination,Year,Sector,Value
Rest of UK,2003,"Textiles, Wearing Apparel and Leather",395
Rest of UK,2004,"Textiles, Wearing Apparel and Leather",365
Rest of UK,2005,"Textiles, Wearing Apparel and Leather",355
Rest of UK,2006,"Textiles, Wearing Apparel and Leather",325
Rest of UK,2007,"Textiles, Wearing Apparel and Leather",285
Rest of UK,2008,"Textiles, Wearing Apparel and Leather",290
Rest of UK,2009,"Textiles, Wearing Apparel and Leather",255
Rest of UK,2010,"Textiles, Wearing Apparel and Leather",255
Rest of UK,2011,"Textiles, Wearing Apparel and Leather",250
Rest of UK,2012,"Textiles, Wearing Apparel and Leather",270
Rest of UK,2013,"Textiles, Wearing Apparel and Leather",270
Rest of UK,2014,"Textiles, Wearing Apparel and Leather",275
Rest of UK,2015,"Textiles, Wearing Apparel and Leather",275
Rest of UK,2016,"Textiles, Wearing Apparel and Leather",270
Rest of UK,2017,"Textiles, Wearing Apparel and Leather",270
Rest of UK,2018,"Textiles, Wearing Apparel and Leather",305
Rest of UK,2002,Total,28675
Rest of UK,2003,Total,30990
Rest of UK,2004,Total,36650
Rest of UK,2005,Total,34195
Rest of UK,2006,Total,36445
Rest of UK,2007,Total,41740
Rest of UK,2008,Total,42425
Rest of UK,2009,Total,42885
Rest of UK,2010,Total,45100
Rest of UK,2011,Total,45300
Rest of UK,2012,Total,46165
Rest of UK,2013,Total,47635
Rest of UK,2014,Total,47790
Rest of UK,2015,Total,50435
Rest of UK,2016,Total,47025
Rest of UK,2017,Total,49950
Rest of UK,2018,Total,51190
Rest of UK,2002,Total Manufacturing,9080
Rest of UK,2003,Total Manufacturing,8910
Rest of UK,2004,Total Manufacturing,8820
Rest of UK,2005,Total Manufacturing,9025
Rest of UK,2006,Total Manufacturing,8870
Rest of UK,2007,Total Manufacturing,10215
Rest of UK,2008,Total Manufacturing,10715
Rest of UK,2009,Total Manufacturing,11095
Rest of UK,2010,Total Manufacturing,11895
Rest of UK,2011,Total Manufacturing,11360
Rest of UK,2012,Total Manufacturing,11435
Rest of UK,2013,Total Manufacturing,11250
Rest of UK,2014,Total Manufacturing,11005
Rest of UK,2015,Total Manufacturing,11130
Rest of UK,2016,Total Manufacturing,10745
Rest of UK,2017,Total Manufacturing,10700
Rest of UK,2018,Total Manufacturing,11335
Rest of UK,2002,Total Services,15155
Rest of UK,2003,Total Services,17290
Rest of UK,2004,Total Services,22400
Rest of UK,2005,Total Services,20615
Rest of UK,2006,Total Services,22525
Rest of UK,2007,Total Services,26195
Rest of UK,2008,Total Services,25475
Rest of UK,2009,Total Services,24005
Rest of UK,2010,Total Services,24985
Rest of UK,2011,Total Services,24055
Rest of UK,2012,Total Services,24660
Rest of UK,2013,Total Services,25435
Rest of UK,2014,Total Services,27055
Rest of UK,2015,Total Services,28330
Rest of UK,2016,Total Services,26875
Rest of UK,2017,Total Services,29260
Rest of UK,2018,Total Services,29620
Rest of UK,2002,Transport Equipment,650
Rest of UK,2003,Transport Equipment,680
Rest of UK,2004,Transport Equipment,950
Rest of UK,2005,Transport Equipment,1030
Rest of UK,2006,Transport Equipment,1060
Rest of UK,2007,Transport Equipment,1375
Rest of UK,2008,Transport Equipment,1440
Rest of UK,2009,Transport Equipment,1480
Rest of UK,2010,Transport Equipment,1450
Rest of UK,2011,Transport Equipment,1390
Rest of UK,2012,Transport Equipment,1505
Rest of UK,2013,Transport Equipment,1225
Rest of UK,2014,Transport Equipment,1415
Rest of UK,2015,Transport Equipment,1410
Rest of UK,2016,Transport Equipment,1085
Rest of UK,2017,Transport Equipment,1125
Rest of UK,2018,Transport Equipment,1050
Rest of UK,2002,Transportation and Storage,1615
Rest of UK,2003,Transportation and Storage,1855
Rest of UK,2004,Transportation and Storage,1730
Rest of UK,2005,Transportation and Storage,1560
Rest of UK,2006,Transportation and Storage,1840
Rest of UK,2007,Transportation and Storage,1790
Rest of UK,2008,Transportation and Storage,1965
Rest of UK,2009,Transportation and Storage,1830
Rest of UK,2010,Transportation and Storage,1955
Rest of UK,2011,Transportation and Storage,2225
Rest of UK,2012,Transportation and Storage,2410
Rest of UK,2013,Transportation and Storage,2220
Rest of UK,2014,Transportation and Storage,2115
Rest of UK,2015,Transportation and Storage,2300
Rest of UK,2016,Transportation and Storage,2235
Rest of UK,2017,Transportation and Storage,2195
Rest of UK,2018,Transportation and Storage,2455
Rest of UK,2002,Utilities,1370
Rest of UK,2003,Utilities,1680
Rest of UK,2004,Utilities,1850
Rest of UK,2005,Utilities,1440
Rest of UK,2006,Utilities,1795
Rest of UK,2007,Utilities,1630
Rest of UK,2008,Utilities,1975
Rest of UK,2009,Utilities,3490
Rest of UK,2010,Utilities,3280
Rest of UK,2011,Utilities,4985
Rest of UK,2012,Utilities,4995
Rest of UK,2013,Utilities,5875
Rest of UK,2014,Utilities,4550
Rest of UK,2015,Utilities,5755
Rest of UK,2016,Utilities,4185
Rest of UK,2017,Utilities,5120
Rest of UK,2018,Utilities,5540
Rest of UK,2002,"Wholesale, Retail and Repairs",4300
Rest of UK,2003,"Wholesale, Retail and Repairs",4725
Rest of UK,2004,"Wholesale, Retail and Repairs",6740
Rest of UK,2005,"Wholesale, Retail and Repairs",6135
Rest of UK,2006,"Wholesale, Retail and Repairs",5920
Rest of UK,2007,"Wholesale, Retail and Repairs",6435
Rest of UK,2008,"Wholesale, Retail and Repairs",5835
Rest of UK,2009,"Wholesale, Retail and Repairs",5480
Rest of UK,2010,"Wholesale, Retail and Repairs",5565
Rest of UK,2011,"Wholesale, Retail and Repairs",6010
Rest of UK,2012,"Wholesale, Retail and Repairs",5930
Rest of UK,2013,"Wholesale, Retail and Repairs",6045
Rest of UK,2014,"Wholesale, Retail and Repairs",6845
Rest of UK,2015,"Wholesale, Retail and Repairs",7080
Rest of UK,2016,"Wholesale, Retail and Repairs",6685
Rest of UK,2017,"Wholesale, Retail and Repairs",6685
Rest of UK,2018,"Wholesale, Retail and Repairs",6440
Rest of UK,2002,"Wood and Paper Products, and Printing",985
Rest of UK,2003,"Wood and Paper Products, and Printing",870
Rest of UK,2004,"Wood and Paper Products, and Printing",1020
Rest of UK,2005,"Wood and Paper Products, and Printing",1035
Rest of UK,2006,"Wood and Paper Products, and Printing",980
Rest of UK,2007,"Wood and Paper Products, and Printing",930
Rest of UK,2008,"Wood and Paper Products, and Printing",905
Rest of UK,2009,"Wood and Paper Products, and Printing",945
Rest of UK,2010,"Wood and Paper Products, and Printing",995
Rest of UK,2011,"Wood and Paper Products, and Printing",910
Rest of UK,2012,"Wood and Paper Products, and Printing",880
Rest of UK,2013,"Wood and Paper Products, and Printing",870
Rest of UK,2014,"Wood and Paper Products, and Printing",870
Rest of UK,2015,"Wood and Paper Products, and Printing",865
Rest of UK,2016,"Wood and Paper Products, and Printing",810
Rest of UK,2017,"Wood and Paper Products, and Printing",710
Rest of UK,2018,"Wood and Paper Products, and Printing",855
Total,2002,Accommodation and Food Services,655
Total,2003,Accommodation and Food Services,940
Total,2004,Accommodation and Food Services,1105
Total,2005,Accommodation and Food Services,1030
Total,2006,Accommodation and Food Services,1175
Total,2007,Accommodation and Food Services,1120
Total,2008,Accommodation and Food Services,1095
Total,2009,Accommodation and Food Services,1125
Total,2010,Accommodation and Food Services,1220
Total,2011,Accommodation and Food Services,1235
Total,2012,Accommodation and Food Services,1265
Total,2013,Accommodation and Food Services,1085
Total,2014,Accommodation and Food Services,1240
Total,2015,Accommodation and Food Services,1035
Total,2016,Accommodation and Food Services,955
Total,2017,Accommodation and Food Services,910
Total,2018,Accommodation and Food Services,1075
Total,2002,Administrative and Support Services,1485
Total,2003,Administrative and Support Services,1840
Total,2004,Administrative and Support Services,1870
Total,2005,Administrative and Support Services,2295
Total,2006,Administrative and Support Services,2195
Total,2007,Administrative and Support Services,2945
Total,2008,Administrative and Support Services,2895
Total,2009,Administrative and Support Services,2995
Total,2010,Administrative and Support Services,2440
Total,2011,Administrative and Support Services,2105
Total,2012,Administrative and Support Services,3070
Total,2013,Administrative and Support Services,3935
Total,2014,Administrative and Support Services,4405
Total,2015,Administrative and Support Services,3580
Total,2016,Administrative and Support Services,3485
Total,2017,Administrative and Support Services,3060
Total,2018,Administrative and Support Services,2895
Total,2002,"Agriculture, Forestry and Fishing",695
Total,2003,"Agriculture, Forestry and Fishing",570
Total,2004,"Agriculture, Forestry and Fishing",670
Total,2005,"Agriculture, Forestry and Fishing",715
Total,2006,"Agriculture, Forestry and Fishing",725
Total,2007,"Agriculture, Forestry and Fishing",755
Total,2008,"Agriculture, Forestry and Fishing",815
Total,2009,"Agriculture, Forestry and Fishing",990
Total,2010,"Agriculture, Forestry and Fishing",965
Total,2011,"Agriculture, Forestry and Fishing",1000
Total,2012,"Agriculture, Forestry and Fishing",1050
Total,2013,"Agriculture, Forestry and Fishing",950
Total,2014,"Agriculture, Forestry and Fishing",1075
Total,2015,"Agriculture, Forestry and Fishing",970
Total,2016,"Agriculture, Forestry and Fishing",1100
Total,2017,"Agriculture, Forestry and Fishing",1360
Total,2018,"Agriculture, Forestry and Fishing",1500
Total,2002,"Basic Metals and Fabricated Metal Products, Except Machinery",1305
Total,2003,"Basic Metals and Fabricated Metal Products, Except Machinery",1080
Total,2004,"Basic Metals and Fabricated Metal Products, Except Machinery",1045
Total,2005,"Basic Metals and Fabricated Metal Products, Except Machinery",1200
Total,2006,"Basic Metals and Fabricated Metal Products, Except Machinery",1405
Total,2007,"Basic Metals and Fabricated Metal Products, Except Machinery",1580
Total,2008,"Basic Metals and Fabricated Metal Products, Except Machinery",1685
Total,2009,"Basic Metals and Fabricated Metal Products, Except Machinery",1625
Total,2010,"Basic Metals and Fabricated Metal Products, Except Machinery",1485
Total,2011,"Basic Metals and Fabricated Metal Products, Except Machinery",1490
Total,2012,"Basic Metals and Fabricated Metal Products, Except Machinery",1525
Total,2013,"Basic Metals and Fabricated Metal Products, Except Machinery",1510
Total,2014,"Basic Metals and Fabricated Metal Products, Except Machinery",1395
Total,2015,"Basic Metals and Fabricated Metal Products, Except Machinery",1890
Total,2016,"Basic Metals and Fabricated Metal Products, Except Machinery",1835
Total,2017,"Basic Metals and Fabricated Metal Products, Except Machinery",1595
Total,2018,"Basic Metals and Fabricated Metal Products, Except Machinery",1600
Total,2002,Basic Pharmaceuticals and Their Products,450
Total,2003,Basic Pharmaceuticals and Their Products,580
Total,2004,Basic Pharmaceuticals and Their Products,480
Total,2005,Basic Pharmaceuticals and Their Products,475
Total,2006,Basic Pharmaceuticals and Their Products,425
Total,2007,Basic Pharmaceuticals and Their Products,560
Total,2008,Basic Pharmaceuticals and Their Products,675
Total,2009,Basic Pharmaceuticals and Their Products,530
Total,2010,Basic Pharmaceuticals and Their Products,605
Total,2011,Basic Pharmaceuticals and Their Products,590
Total,2012,Basic Pharmaceuticals and Their Products,480
Total,2013,Basic Pharmaceuticals and Their Products,445
Total,2014,Basic Pharmaceuticals and Their Products,540
Total,2015,Basic Pharmaceuticals and Their Products,585
Total,2016,Basic Pharmaceuticals and Their Products,485
Total,2017,Basic Pharmaceuticals and Their Products,535
Total,2018,Basic Pharmaceuticals and Their Products,570
Total,2002,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",2620
Total,2003,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",2760
Total,2004,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",2715
Total,2005,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",2660
Total,2006,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",2740
Total,2007,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",3975
Total,2008,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",4780
Total,2009,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",4240
Total,2010,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",4865
Total,2011,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",5265
Total,2012,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",4520
Total,2013,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",4420
Total,2014,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",3315
Total,2015,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",3835
Total,2016,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",3990
Total,2017,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",5400
Total,2018,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",5815
Total,2002,"Computer, Electronic and Optical Products",6625
Total,2003,"Computer, Electronic and Optical Products",5385
Total,2004,"Computer, Electronic and Optical Products",4235
Total,2005,"Computer, Electronic and Optical Products",2970
Total,2006,"Computer, Electronic and Optical Products",2635
Total,2007,"Computer, Electronic and Optical Products",2305
Total,2008,"Computer, Electronic and Optical Products",2225
Total,2009,"Computer, Electronic and Optical Products",2125
Total,2010,"Computer, Electronic and Optical Products",2015
Total,2011,"Computer, Electronic and Optical Products",2025
Total,2012,"Computer, Electronic and Optical Products",2070
Total,2013,"Computer, Electronic and Optical Products",2175
Total,2014,"Computer, Electronic and Optical Products",1840
Total,2015,"Computer, Electronic and Optical Products",1905
Total,2016,"Computer, Electronic and Optical Products",2150
Total,2017,"Computer, Electronic and Optical Products",2585
Total,2018,"Computer, Electronic and Optical Products",2635
Total,2002,Construction,1700
Total,2003,Construction,2150
Total,2004,Construction,2455
Total,2005,Construction,1875
Total,2006,Construction,1905
Total,2007,Construction,2070
Total,2008,Construction,2405
Total,2009,Construction,1775
Total,2010,Construction,1600
Total,2011,Construction,1565
Total,2012,Construction,1690
Total,2013,Construction,1965
Total,2014,Construction,1770
Total,2015,Construction,1595
Total,2016,Construction,2040
Total,2017,Construction,1955
Total,2018,Construction,1845
Total,2002,Education,450
Total,2003,Education,445
Total,2004,Education,490
Total,2005,Education,515
Total,2006,Education,555
Total,2007,Education,625
Total,2008,Education,740
Total,2009,Education,780
Total,2010,Education,875
Total,2011,Education,975
Total,2012,Education,1050
Total,2013,Education,1060
Total,2014,Education,1170
Total,2015,Education,1260
Total,2016,Education,1295
Total,2017,Education,1300
Total,2018,Education,1390
Total,2002,Electrical Equipment,965
Total,2003,Electrical Equipment,790
Total,2004,Electrical Equipment,720
Total,2005,Electrical Equipment,640
Total,2006,Electrical Equipment,645
Total,2007,Electrical Equipment,540
Total,2008,Electrical Equipment,550
Total,2009,Electrical Equipment,635
Total,2010,Electrical Equipment,530
Total,2011,Electrical Equipment,555
Total,2012,Electrical Equipment,470
Total,2013,Electrical Equipment,530
Total,2014,Electrical Equipment,590
Total,2015,Electrical Equipment,480
Total,2016,Electrical Equipment,440
Total,2017,Electrical Equipment,330
Total,2018,Electrical Equipment,320
Total,2002,Financial and Insurance,5245
Total,2003,Financial and Insurance,6400
Total,2004,Financial and Insurance,9085
Total,2005,Financial and Insurance,7780
Total,2006,Financial and Insurance,9540
Total,2007,Financial and Insurance,11725
Total,2008,Financial and Insurance,11570
Total,2009,Financial and Insurance,10615
Total,2010,Financial and Insurance,11380
Total,2011,Financial and Insurance,9945
Total,2012,Financial and Insurance,8780
Total,2013,Financial and Insurance,8810
Total,2014,Financial and Insurance,8855
Total,2015,Financial and Insurance,9495
Total,2016,Financial and Insurance,9500
Total,2017,Financial and Insurance,11655
Total,2018,Financial and Insurance,12665
Total,2002,"Food Products, Beverages and Tobacco Products",5625
Total,2003,"Food Products, Beverages and Tobacco Products",5650
Total,2004,"Food Products, Beverages and Tobacco Products",5575
Total,2005,"Food Products, Beverages and Tobacco Products",6030
Total,2006,"Food Products, Beverages and Tobacco Products",6110
Total,2007,"Food Products, Beverages and Tobacco Products",6505
Total,2008,"Food Products, Beverages and Tobacco Products",6745
Total,2009,"Food Products, Beverages and Tobacco Products",7190
Total,2010,"Food Products, Beverages and Tobacco Products",8255
Total,2011,"Food Products, Beverages and Tobacco Products",9125
Total,2012,"Food Products, Beverages and Tobacco Products",9450
Total,2013,"Food Products, Beverages and Tobacco Products",9650
Total,2014,"Food Products, Beverages and Tobacco Products",9075
Total,2015,"Food Products, Beverages and Tobacco Products",9075
Total,2016,"Food Products, Beverages and Tobacco Products",9175
Total,2017,"Food Products, Beverages and Tobacco Products",9655
Total,2018,"Food Products, Beverages and Tobacco Products",10095
Total,2002,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",880
Total,2003,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",800
Total,2004,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",805
Total,2005,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",870
Total,2006,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",895
Total,2007,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",940
Total,2008,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1035
Total,2009,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1175
Total,2010,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1130
Total,2011,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1215
Total,2012,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1370
Total,2013,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1385
Total,2014,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1510
Total,2015,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1785
Total,2016,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1695
Total,2017,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1300
Total,2018,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1480
Total,2002,Information and Communication,1395
Total,2003,Information and Communication,1345
Total,2004,Information and Communication,1790
Total,2005,Information and Communication,1795
Total,2006,Information and Communication,1945
Total,2007,Information and Communication,1740
Total,2008,Information and Communication,1850
Total,2009,Information and Communication,1795
Total,2010,Information and Communication,1845
Total,2011,Information and Communication,1895
Total,2012,Information and Communication,2175
Total,2013,Information and Communication,2325
Total,2014,Information and Communication,2600
Total,2015,Information and Communication,2955
Total,2016,Information and Communication,3045
Total,2017,Information and Communication,4000
Total,2018,Information and Communication,3845
Total,2002,Machinery and Equipment N.E.C.,1145
Total,2003,Machinery and Equipment N.E.C.,1280
Total,2004,Machinery and Equipment N.E.C.,1145
Total,2005,Machinery and Equipment N.E.C.,1185
Total,2006,Machinery and Equipment N.E.C.,1155
Total,2007,Machinery and Equipment N.E.C.,1315
Total,2008,Machinery and Equipment N.E.C.,1485
Total,2009,Machinery and Equipment N.E.C.,1480
Total,2010,Machinery and Equipment N.E.C.,1475
Total,2011,Machinery and Equipment N.E.C.,1435
Total,2012,Machinery and Equipment N.E.C.,1680
Total,2013,Machinery and Equipment N.E.C.,1845
Total,2014,Machinery and Equipment N.E.C.,1975
Total,2015,Machinery and Equipment N.E.C.,1900
Total,2016,Machinery and Equipment N.E.C.,1825
Total,2017,Machinery and Equipment N.E.C.,1625
Total,2018,Machinery and Equipment N.E.C.,1810
Total,2002,Mining & Quarrying,1355
Total,2003,Mining & Quarrying,1190
Total,2004,Mining & Quarrying,1305
Total,2005,Mining & Quarrying,1490
Total,2006,Mining & Quarrying,1475
Total,2007,Mining & Quarrying,1905
Total,2008,Mining & Quarrying,2055
Total,2009,Mining & Quarrying,2810
Total,2010,Mining & Quarrying,4155
Total,2011,Mining & Quarrying,4445
Total,2012,Mining & Quarrying,4310
Total,2013,Mining & Quarrying,4210
Total,2014,Mining & Quarrying,4870
Total,2015,Mining & Quarrying,5230
Total,2016,Mining & Quarrying,4500
Total,2017,Mining & Quarrying,3975
Total,2018,Mining & Quarrying,4095
Total,2002,Other Services,290
Total,2003,Other Services,380
Total,2004,Other Services,360
Total,2005,Other Services,335
Total,2006,Other Services,300
Total,2007,Other Services,375
Total,2008,Other Services,330
Total,2009,Other Services,365
Total,2010,Other Services,190
Total,2011,Other Services,185
Total,2012,Other Services,350
Total,2013,Other Services,310
Total,2014,Other Services,280
Total,2015,Other Services,220
Total,2016,Other Services,320
Total,2017,Other Services,490
Total,2018,Other Services,575
Total,2002,"Professional, Scientific & Technical",2830
Total,2003,"Professional, Scientific & Technical",2420
Total,2004,"Professional, Scientific & Technical",2520
Total,2005,"Professional, Scientific & Technical",2715
Total,2006,"Professional, Scientific & Technical",2890
Total,2007,"Professional, Scientific & Technical",3670
Total,2008,"Professional, Scientific & Technical",3990
Total,2009,"Professional, Scientific & Technical",4475
Total,2010,"Professional, Scientific & Technical",5420
Total,2011,"Professional, Scientific & Technical",5875
Total,2012,"Professional, Scientific & Technical",6675
Total,2013,"Professional, Scientific & Technical",7245
Total,2014,"Professional, Scientific & Technical",7625
Total,2015,"Professional, Scientific & Technical",8515
Total,2016,"Professional, Scientific & Technical",7870
Total,2017,"Professional, Scientific & Technical",7790
Total,2018,"Professional, Scientific & Technical",7175
Total,2002,Real Estate Activities,175
Total,2003,Real Estate Activities,190
Total,2004,Real Estate Activities,235
Total,2005,Real Estate Activities,405
Total,2006,Real Estate Activities,465
Total,2007,Real Estate Activities,245
Total,2008,Real Estate Activities,240
Total,2009,Real Estate Activities,360
Total,2010,Real Estate Activities,295
Total,2011,Real Estate Activities,375
Total,2012,Real Estate Activities,350
Total,2013,Real Estate Activities,610
Total,2014,Real Estate Activities,365
Total,2015,Real Estate Activities,285
Total,2016,Real Estate Activities,245
Total,2017,Real Estate Activities,255
Total,2018,Real Estate Activities,305
Total,2002,"Rubber, Plastic and Other Non-Metallic Mineral Products",910
Total,2003,"Rubber, Plastic and Other Non-Metallic Mineral Products",970
Total,2004,"Rubber, Plastic and Other Non-Metallic Mineral Products",1015
Total,2005,"Rubber, Plastic and Other Non-Metallic Mineral Products",1015
Total,2006,"Rubber, Plastic and Other Non-Metallic Mineral Products",1025
Total,2007,"Rubber, Plastic and Other Non-Metallic Mineral Products",1055
Total,2008,"Rubber, Plastic and Other Non-Metallic Mineral Products",1030
Total,2009,"Rubber, Plastic and Other Non-Metallic Mineral Products",1010
Total,2010,"Rubber, Plastic and Other Non-Metallic Mineral Products",1060
Total,2011,"Rubber, Plastic and Other Non-Metallic Mineral Products",1205
Total,2012,"Rubber, Plastic and Other Non-Metallic Mineral Products",1240
Total,2013,"Rubber, Plastic and Other Non-Metallic Mineral Products",1315
Total,2014,"Rubber, Plastic and Other Non-Metallic Mineral Products",1335
Total,2015,"Rubber, Plastic and Other Non-Metallic Mineral Products",1205
Total,2016,"Rubber, Plastic and Other Non-Metallic Mineral Products",1285
Total,2017,"Rubber, Plastic and Other Non-Metallic Mineral Products",1295
Total,2018,"Rubber, Plastic and Other Non-Metallic Mineral Products",1355
Total,2002,"Textiles, Wearing Apparel and Leather",820
Total,2003,"Textiles, Wearing Apparel and Leather",785
Total,2004,"Textiles, Wearing Apparel and Leather",760
Total,2005,"Textiles, Wearing Apparel and Leather",730
Total,2006,"Textiles, Wearing Apparel and Leather",720
Total,2007,"Textiles, Wearing Apparel and Leather",625
Total,2008,"Textiles, Wearing Apparel and Leather",630
Total,2009,"Textiles, Wearing Apparel and Leather",550
Total,2010,"Textiles, Wearing Apparel and Leather",545
Total,2011,"Textiles, Wearing Apparel and Leather",600
Total,2012,"Textiles, Wearing Apparel and Leather",645
Total,2013,"Textiles, Wearing Apparel and Leather",630
Total,2014,"Textiles, Wearing Apparel and Leather",640
Total,2015,"Textiles, Wearing Apparel and Leather",650
Total,2016,"Textiles, Wearing Apparel and Leather",610
Total,2017,"Textiles, Wearing Apparel and Leather",600
Total,2018,"Textiles, Wearing Apparel and Leather",665
Total,2002,Total,49255
Total,2003,Total,50620
Total,2004,Total,55785
Total,2005,Total,52900
Total,2006,Total,56060
Total,2007,Total,62475
Total,2008,Total,65015
Total,2009,Total,65780
Total,2010,Total,69485
Total,2011,Total,72815
Total,2012,Total,74420
Total,2013,Total,77575
Total,2014,Total,77010
Total,2015,Total,80620
Total,2016,Total,78170
Total,2017,Total,82655
Total,2018,Total,85020
Total,2002,Total Manufacturing,24025
Total,2003,Total Manufacturing,22770
Total,2004,Total Manufacturing,21670
Total,2005,Total Manufacturing,21075
Total,2006,Total Manufacturing,21110
Total,2007,Total Manufacturing,23070
Total,2008,Total Manufacturing,24540
Total,2009,Total Manufacturing,24295
Total,2010,Total Manufacturing,25875
Total,2011,Total Manufacturing,27130
Total,2012,Total Manufacturing,27270
Total,2013,Total Manufacturing,27675
Total,2014,Total Manufacturing,26055
Total,2015,Total Manufacturing,27205
Total,2016,Total Manufacturing,27145
Total,2017,Total Manufacturing,28660
Total,2018,Total Manufacturing,29990
Total,2002,Total Services,20015
Total,2003,Total Services,22185
Total,2004,Total Services,27770
Total,2005,Total Services,26210
Total,2006,Total Services,28935
Total,2007,Total Services,32915
Total,2008,Total Services,33035
Total,2009,Total Services,32165
Total,2010,Total Services,33380
Total,2011,Total Services,33400
Total,2012,Total Services,34750
Total,2013,Total Services,36575
Total,2014,Total Services,38355
Total,2015,Total Services,39575
Total,2016,Total Services,38815
Total,2017,Total Services,41350
Total,2018,Total Services,41795
Total,2002,Transport Equipment,1350
Total,2003,Transport Equipment,1445
Total,2004,Transport Equipment,1750
Total,2005,Transport Equipment,1860
Total,2006,Transport Equipment,2000
Total,2007,Transport Equipment,2385
Total,2008,Transport Equipment,2425
Total,2009,Transport Equipment,2425
Total,2010,Transport Equipment,2515
Total,2011,Transport Equipment,2320
Total,2012,Transport Equipment,2530
Total,2013,Transport Equipment,2475
Total,2014,Transport Equipment,2610
Total,2015,Transport Equipment,2570
Total,2016,Transport Equipment,2435
Total,2017,Transport Equipment,2700
Total,2018,Transport Equipment,2455
Total,2002,Transportation and Storage,2185
Total,2003,Transportation and Storage,2535
Total,2004,Transportation and Storage,2475
Total,2005,Transportation and Storage,2140
Total,2006,Transportation and Storage,2550
Total,2007,Transportation and Storage,2470
Total,2008,Transportation and Storage,2875
Total,2009,Transportation and Storage,2715
Total,2010,Transportation and Storage,2775
Total,2011,Transportation and Storage,3160
Total,2012,Transportation and Storage,3245
Total,2013,Transportation and Storage,3280
Total,2014,Transportation and Storage,3260
Total,2015,Transportation and Storage,3335
Total,2016,Transportation and Storage,3400
Total,2017,Transportation and Storage,3295
Total,2018,Transportation and Storage,3565
Total,2002,Utilities,1465
Total,2003,Utilities,1750
Total,2004,Utilities,1925
Total,2005,Utilities,1535
Total,2006,Utilities,1910
Total,2007,Utilities,1760
Total,2008,Utilities,2160
Total,2009,Utilities,3750
Total,2010,Utilities,3515
Total,2011,Utilities,5275
Total,2012,Utilities,5350
Total,2013,Utilities,6205
Total,2014,Utilities,4885
Total,2015,Utilities,6045
Total,2016,Utilities,4575
Total,2017,Utilities,5355
Total,2018,Utilities,5795
Total,2002,"Wholesale, Retail and Repairs",5305
Total,2003,"Wholesale, Retail and Repairs",5690
Total,2004,"Wholesale, Retail and Repairs",7840
Total,2005,"Wholesale, Retail and Repairs",7205
Total,2006,"Wholesale, Retail and Repairs",7320
Total,2007,"Wholesale, Retail and Repairs",8000
Total,2008,"Wholesale, Retail and Repairs",7455
Total,2009,"Wholesale, Retail and Repairs",6950
Total,2010,"Wholesale, Retail and Repairs",6940
Total,2011,"Wholesale, Retail and Repairs",7650
Total,2012,"Wholesale, Retail and Repairs",7790
Total,2013,"Wholesale, Retail and Repairs",7925
Total,2014,"Wholesale, Retail and Repairs",8565
Total,2015,"Wholesale, Retail and Repairs",8895
Total,2016,"Wholesale, Retail and Repairs",8700
Total,2017,"Wholesale, Retail and Repairs",8585
Total,2018,"Wholesale, Retail and Repairs",8295
Total,2002,"Wood and Paper Products, and Printing",1330
Total,2003,"Wood and Paper Products, and Printing",1245
Total,2004,"Wood and Paper Products, and Printing",1425
Total,2005,"Wood and Paper Products, and Printing",1440
Total,2006,"Wood and Paper Products, and Printing",1355
