FeatureCode,DateCode,Measurement,Units,Value,Population Projection Variant,Age,Sex
S92000003,2023,Count,People,186482,Age structure - Young,35-39 years,Female
S92000003,2023,Count,People,162438,Age structure - Young,45-49 years,Female
S92000003,2023,Count,People,180903,Age structure - Young,35-39 years,Male
S92000003,2023,Count,People,171558,Age structure - Young,40-44 years,Male
S92000003,2021,Count,People,192068,Age structure - Young,30-34 years,Female
S92000003,2021,Count,People,189772,Age structure - Young,30-34 years,Male
S92000003,2021,Count,People,165477,Age structure - Young,20-24 years,Female
S92000003,2023,Count,People,194260,Age structure - Young,30-34 years,Male
S92000003,2021,Count,People,187119,Age structure - Young,25-29 years,Male
S92000003,2022,Count,People,129935,Age structure - Young,0-4 years,Female
S92000003,2020,Count,People,13629,Age structure - Young,90 years and over,Male
S92000003,2022,Count,People,150005,Age structure - Young,10-14 years,Female
S92000003,2020,Count,People,32345,Age structure - Young,85-89 years,Male
S92000003,2020,Count,People,30092,Age structure - Young,90 years and over,Female
S92000003,2021,Count,People,129456,Age structure - Young,0-4 years,Female
S92000003,2021,Count,People,14216,Age structure - Young,90 years and over,Male
S92000003,2021,Count,People,52988,Age structure - Young,85-89 years,Female
S92000003,2021,Count,People,30418,Age structure - Young,90 years and over,Female
S92000003,2022,Count,People,136516,Age structure - Young,0-4 years,Male
S92000003,2021,Count,People,33060,Age structure - Young,85-89 years,Male
S92000003,2020,Count,People,149823,Age structure - Young,70-74 years,Female
S92000003,2020,Count,People,135522,Age structure - Young,70-74 years,Male
S92000003,2020,Count,People,89571,Age structure - Young,75-79 years,Male
S92000003,2020,Count,People,52387,Age structure - Young,85-89 years,Female
S92000003,2020,Count,People,60568,Age structure - Young,80-84 years,Male
S92000003,2021,Count,People,137249,Age structure - Young,15-19 years,Female
S92000003,2021,Count,People,136499,Age structure - Young,0-4 years,Male
S92000003,2021,Count,People,154822,Age structure - Young,10-14 years,Male
S92000003,2020,Count,People,109134,Age structure - Young,75-79 years,Female
S92000003,2021,Count,People,148734,Age structure - Young,10-14 years,Female
S92000003,2022,Count,People,190218,Age structure - Young,60-64 years,Female
S92000003,2022,Count,People,178172,Age structure - Young,60-64 years,Male
S92000003,2022,Count,People,148142,Age structure - Young,5-9 years,Male
S92000003,2022,Count,People,193557,Age structure - Young,55-59 years,Male
S92000003,2022,Count,People,177151,Age structure - Young,35-39 years,Male
S92000003,2022,Count,People,207474,Age structure - Young,55-59 years,Female
S92000003,2023,Count,People,178555,Age structure - Young,50-54 years,Male
S92000003,2022,Count,People,198844,Age structure - Young,50-54 years,Female
S92000003,2023,Count,People,192174,Age structure - Young,55-59 years,Male
S92000003,2022,Count,People,139655,Age structure - Young,5-9 years,Female
S92000003,2022,Count,People,183266,Age structure - Young,50-54 years,Male
S92000003,2022,Count,People,33621,Age structure - Young,85-89 years,Male
S92000003,2022,Count,People,30849,Age structure - Young,90 years and over,Female
S92000003,2022,Count,People,167229,Age structure - Young,40-44 years,Male
S92000003,2022,Count,People,53553,Age structure - Young,85-89 years,Female
S92000003,2022,Count,People,61404,Age structure - Young,80-84 years,Male
S92000003,2022,Count,People,193757,Age structure - Young,30-34 years,Male
S92000003,2022,Count,People,183705,Age structure - Young,35-39 years,Female
S92000003,2022,Count,People,174266,Age structure - Young,40-44 years,Female
S92000003,2022,Count,People,158570,Age structure - Young,45-49 years,Male
S92000003,2022,Count,People,166033,Age structure - Young,45-49 years,Female
S92000003,2023,Count,People,178088,Age structure - Young,25-29 years,Female
S92000003,2023,Count,People,157536,Age structure - Young,20-24 years,Female
S92000003,2023,Count,People,160039,Age structure - Young,20-24 years,Male
S92000003,2023,Count,People,153470,Age structure - Young,65-69 years,Male
S92000003,2023,Count,People,194504,Age structure - Young,60-64 years,Female
S92000003,2023,Count,People,166186,Age structure - Young,65-69 years,Female
S92000003,2023,Count,People,143713,Age structure - Young,15-19 years,Female
S92000003,2023,Count,People,150434,Age structure - Young,15-19 years,Male
S92000003,2023,Count,People,178852,Age structure - Young,40-44 years,Female
S92000003,2023,Count,People,156260,Age structure - Young,10-14 years,Male
S92000003,2023,Count,People,149437,Age structure - Young,10-14 years,Female
S92000003,2023,Count,People,192980,Age structure - Young,50-54 years,Female
S92000003,2023,Count,People,154837,Age structure - Young,45-49 years,Male
S92000003,2023,Count,People,145690,Age structure - Young,5-9 years,Male
S92000003,2023,Count,People,206684,Age structure - Young,55-59 years,Female
S92000003,2023,Count,People,137083,Age structure - Young,5-9 years,Female
S92000003,2023,Count,People,125578,Age structure - Young,75-79 years,Female
S92000003,2023,Count,People,107290,Age structure - Young,75-79 years,Male
S92000003,2023,Count,People,181639,Age structure - Young,60-64 years,Male
S92000003,2023,Count,People,129920,Age structure - Young,70-74 years,Male
S92000003,2023,Count,People,144347,Age structure - Young,70-74 years,Female
S92000003,2026,Count,People,200116,Age structure - Young,55-59 years,Female
S92000003,2026,Count,People,183933,Age structure - Young,55-59 years,Male
S92000003,2026,Count,People,187402,Age structure - Young,60-64 years,Male
S92000003,2026,Count,People,147436,Age structure - Young,70-74 years,Female
S92000003,2026,Count,People,179008,Age structure - Young,65-69 years,Female
S92000003,2026,Count,People,164474,Age structure - Young,65-69 years,Male
S92000003,2026,Count,People,32154,Age structure - Young,90 years and over,Female
S92000003,2026,Count,People,69364,Age structure - Young,80-84 years,Male
S92000003,2026,Count,People,36231,Age structure - Young,85-89 years,Male
S92000003,2026,Count,People,203074,Age structure - Young,60-64 years,Female
S92000003,2026,Count,People,55200,Age structure - Young,85-89 years,Female
S92000003,2025,Count,People,160865,Age structure - Young,65-69 years,Male
S92000003,2025,Count,People,145038,Age structure - Young,70-74 years,Female
S92000003,2025,Count,People,131880,Age structure - Young,75-79 years,Female
S92000003,2025,Count,People,140925,Age structure - Young,5-9 years,Male
S92000003,2025,Count,People,132889,Age structure - Young,5-9 years,Female
S92000003,2025,Count,People,174826,Age structure - Young,65-69 years,Female
S92000003,2025,Count,People,186113,Age structure - Young,55-59 years,Male
S92000003,2025,Count,People,187104,Age structure - Young,60-64 years,Male
S92000003,2025,Count,People,129924,Age structure - Young,70-74 years,Male
S92000003,2025,Count,People,201873,Age structure - Young,60-64 years,Female
S92000003,2026,Count,People,172804,Age structure - Young,50-54 years,Female
S92000003,2026,Count,People,162317,Age structure - Young,50-54 years,Male
S92000003,2026,Count,People,176243,Age structure - Young,40-44 years,Male
S92000003,2026,Count,People,139672,Age structure - Young,5-9 years,Male
S92000003,2026,Count,People,176799,Age structure - Young,25-29 years,Male
S92000003,2026,Count,People,132295,Age structure - Young,5-9 years,Female
S92000003,2024,Count,People,185045,Age structure - Young,35-39 years,Male
S92000003,2026,Count,People,168699,Age structure - Young,45-49 years,Female
S92000003,2024,Count,People,172733,Age structure - Young,40-44 years,Male
S92000003,2026,Count,People,184261,Age structure - Young,40-44 years,Female
S92000003,2026,Count,People,161935,Age structure - Young,45-49 years,Male
S92000003,2026,Count,People,114795,Age structure - Young,75-79 years,Male
S92000003,2026,Count,People,89307,Age structure - Young,80-84 years,Female
S92000003,2026,Count,People,191534,Age structure - Young,30-34 years,Male
S92000003,2026,Count,People,133874,Age structure - Young,75-79 years,Female
S92000003,2026,Count,People,132075,Age structure - Young,70-74 years,Male
S92000003,2026,Count,People,158687,Age structure - Young,20-24 years,Male
S92000003,2026,Count,People,171299,Age structure - Young,25-29 years,Female
S92000003,2026,Count,People,189581,Age structure - Young,30-34 years,Female
S92000003,2026,Count,People,193128,Age structure - Young,35-39 years,Male
S92000003,2026,Count,People,195546,Age structure - Young,35-39 years,Female
S92000003,2021,Count,People,187247,Age structure - Young,50-54 years,Male
S92000003,2021,Count,People,207147,Age structure - Young,55-59 years,Female
S92000003,2021,Count,People,93061,Age structure - Young,75-79 years,Male
S92000003,2021,Count,People,202042,Age structure - Young,50-54 years,Female
S92000003,2021,Count,People,186144,Age structure - Young,60-64 years,Female
S92000003,2021,Count,People,150666,Age structure - Young,5-9 years,Male
S92000003,2021,Count,People,146823,Age structure - Young,65-69 years,Male
S92000003,2021,Count,People,82980,Age structure - Young,80-84 years,Female
S92000003,2021,Count,People,158308,Age structure - Young,65-69 years,Female
S92000003,2021,Count,People,111601,Age structure - Young,75-79 years,Female
S92000003,2021,Count,People,60538,Age structure - Young,80-84 years,Male
S92000003,2022,Count,People,184916,Age structure - Young,25-29 years,Male
S92000003,2022,Count,People,195542,Age structure - Young,30-34 years,Female
S92000003,2022,Count,People,139858,Age structure - Young,15-19 years,Female
S92000003,2022,Count,People,180773,Age structure - Young,25-29 years,Female
S92000003,2022,Count,People,164060,Age structure - Young,20-24 years,Male
S92000003,2021,Count,People,193677,Age structure - Young,55-59 years,Male
S92000003,2022,Count,People,146603,Age structure - Young,15-19 years,Male
S92000003,2021,Count,People,174485,Age structure - Young,60-64 years,Male
S92000003,2022,Count,People,156530,Age structure - Young,10-14 years,Male
S92000003,2022,Count,People,161019,Age structure - Young,20-24 years,Female
S92000003,2026,Count,People,153108,Age structure - Young,10-14 years,Male
S92000003,2026,Count,People,134587,Age structure - Young,0-4 years,Female
S92000003,2026,Count,People,144496,Age structure - Young,10-14 years,Female
S92000003,2026,Count,People,158134,Age structure - Young,15-19 years,Male
S92000003,2026,Count,People,156128,Age structure - Young,20-24 years,Female
S92000003,2026,Count,People,141318,Age structure - Young,0-4 years,Male
S92000003,2025,Count,People,158670,Age structure - Young,45-49 years,Male
S92000003,2025,Count,People,167642,Age structure - Young,50-54 years,Male
S92000003,2025,Count,People,165197,Age structure - Young,45-49 years,Female
S92000003,2025,Count,People,179804,Age structure - Young,50-54 years,Female
S92000003,2025,Count,People,201532,Age structure - Young,55-59 years,Female
S92000003,2025,Count,People,16379,Age structure - Young,90 years and over,Male
S92000003,2025,Count,People,36175,Age structure - Young,85-89 years,Male
S92000003,2025,Count,People,31669,Age structure - Young,90 years and over,Female
S92000003,2021,Count,People,137225,Age structure - Young,70-74 years,Male
S92000003,2021,Count,People,152134,Age structure - Young,70-74 years,Female
S92000003,2025,Count,People,66620,Age structure - Young,80-84 years,Male
S92000003,2025,Count,People,55429,Age structure - Young,85-89 years,Female
S92000003,2026,Count,People,152101,Age structure - Young,15-19 years,Female
S92000003,2025,Count,People,87271,Age structure - Young,80-84 years,Female
S92000003,2025,Count,People,113369,Age structure - Young,75-79 years,Male
S92000003,2043,Count,People,466050,Age structure - Young,Children (under 16 years),Male
S92000003,2043,Count,People,443151,Age structure - Young,Children (under 16 years),Female
S92000003,2043,Count,People,607792,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2033,Count,People,170348,Age structure - Young,60-64 years,Male
S92000003,2033,Count,People,160677,Age structure - Young,55-59 years,Female
S92000003,2033,Count,People,187815,Age structure - Young,60-64 years,Female
S92000003,2033,Count,People,201479,Age structure - Young,40-44 years,Female
S92000003,2033,Count,People,186560,Age structure - Young,35-39 years,Female
S92000003,2033,Count,People,192380,Age structure - Young,35-39 years,Male
S92000003,2043,Count,People,733444,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2043,Count,People,1731416,Age structure - Young,Working Age (16 - 64),Female
S92000003,2035,Count,People,1704889,Age structure - Young,Working Age (16 - 64),Male
S92000003,2035,Count,People,730463,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2035,Count,People,461308,Age structure - Young,Children (under 16 years),Male
S92000003,2035,Count,People,1721037,Age structure - Young,Working Age (16 - 64),Female
S92000003,2036,Count,People,1716508,Age structure - Young,Working Age (16 - 64),Female
S92000003,2035,Count,People,438668,Age structure - Young,Children (under 16 years),Female
S92000003,2033,Count,People,176255,Age structure - Young,65-69 years,Male
S92000003,2043,Count,People,1734852,Age structure - Young,Working Age (16 - 64),Male
S92000003,2033,Count,People,150873,Age structure - Young,55-59 years,Male
S92000003,2035,Count,People,612718,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2033,Count,People,195497,Age structure - Young,65-69 years,Female
S92000003,2041,Count,People,740907,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2041,Count,People,442045,Age structure - Young,Children (under 16 years),Female
S92000003,2040,Count,People,1719169,Age structure - Young,Working Age (16 - 64),Female
S92000003,2040,Count,People,617912,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2033,Count,People,181144,Age structure - Young,45-49 years,Male
S92000003,2040,Count,People,1717064,Age structure - Young,Working Age (16 - 64),Male
S92000003,2042,Count,People,1727426,Age structure - Young,Working Age (16 - 64),Female
S92000003,2040,Count,People,742745,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2042,Count,People,442559,Age structure - Young,Children (under 16 years),Female
S92000003,2040,Count,People,464424,Age structure - Young,Children (under 16 years),Male
S92000003,2040,Count,People,441600,Age structure - Young,Children (under 16 years),Female
S92000003,2033,Count,People,168892,Age structure - Young,30-34 years,Female
S92000003,2033,Count,People,172982,Age structure - Young,30-34 years,Male
S92000003,2033,Count,People,145128,Age structure - Young,5-9 years,Male
S92000003,2033,Count,People,174049,Age structure - Young,25-29 years,Male
S92000003,2033,Count,People,169579,Age structure - Young,25-29 years,Female
S92000003,2033,Count,People,198931,Age structure - Young,40-44 years,Male
S92000003,2033,Count,People,188950,Age structure - Young,45-49 years,Female
S92000003,2033,Count,People,137995,Age structure - Young,5-9 years,Female
S92000003,2033,Count,People,169145,Age structure - Young,50-54 years,Male
S92000003,2033,Count,People,179020,Age structure - Young,50-54 years,Female
S92000003,2038,Count,People,440746,Age structure - Young,Children (under 16 years),Female
S92000003,2037,Count,People,620031,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2036,Count,People,1704237,Age structure - Young,Working Age (16 - 64),Male
S92000003,2037,Count,People,1704963,Age structure - Young,Working Age (16 - 64),Male
S92000003,2035,Count,People,190818,Age structure - Young,65-69 years,Female
S92000003,2037,Count,People,462978,Age structure - Young,Children (under 16 years),Male
S92000003,2039,Count,People,743799,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2037,Count,People,440241,Age structure - Young,Children (under 16 years),Female
S92000003,2039,Count,People,441177,Age structure - Young,Children (under 16 years),Female
S92000003,2037,Count,People,742277,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2037,Count,People,1713946,Age structure - Young,Working Age (16 - 64),Female
S92000003,2035,Count,People,83078,Age structure - Young,80-84 years,Male
S92000003,2035,Count,People,103965,Age structure - Young,80-84 years,Female
S92000003,2035,Count,People,175081,Age structure - Young,60-64 years,Female
S92000003,2035,Count,People,71703,Age structure - Young,85-89 years,Female
S92000003,2035,Count,People,52578,Age structure - Young,85-89 years,Male
S92000003,2035,Count,People,182118,Age structure - Young,70-74 years,Female
S92000003,2035,Count,People,170969,Age structure - Young,65-69 years,Male
S92000003,2035,Count,People,160070,Age structure - Young,60-64 years,Male
S92000003,2035,Count,People,163453,Age structure - Young,55-59 years,Female
S92000003,2035,Count,People,154652,Age structure - Young,55-59 years,Male
S92000003,2033,Count,People,1708448,Age structure - Young,Working Age (16 - 64),Male
S92000003,2033,Count,People,601831,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2034,Count,People,436724,Age structure - Young,Children (under 16 years),Female
S92000003,2034,Count,People,459257,Age structure - Young,Children (under 16 years),Male
S92000003,2034,Count,People,1725988,Age structure - Young,Working Age (16 - 64),Female
S92000003,2034,Count,People,1706402,Age structure - Young,Working Age (16 - 64),Male
S92000003,2036,Count,People,617101,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2036,Count,People,462272,Age structure - Young,Children (under 16 years),Male
S92000003,2036,Count,People,737418,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2034,Count,People,723741,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2036,Count,People,439573,Age structure - Young,Children (under 16 years),Female
S92000003,2039,Count,People,463982,Age structure - Young,Children (under 16 years),Male
S92000003,2039,Count,People,1716477,Age structure - Young,Working Age (16 - 64),Female
S92000003,2038,Count,People,463521,Age structure - Young,Children (under 16 years),Male
S92000003,2039,Count,People,620069,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2039,Count,People,1711796,Age structure - Young,Working Age (16 - 64),Male
S92000003,2038,Count,People,1707435,Age structure - Young,Working Age (16 - 64),Male
S92000003,2038,Count,People,621086,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2034,Count,People,608211,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2038,Count,People,744276,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2038,Count,People,1714094,Age structure - Young,Working Age (16 - 64),Female
S92000003,2033,Count,People,435574,Age structure - Young,Children (under 16 years),Female
S92000003,2033,Count,People,458134,Age structure - Young,Children (under 16 years),Male
S92000003,2033,Count,People,715108,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2031,Count,People,434989,Age structure - Young,Children (under 16 years),Female
S92000003,2030,Count,People,576908,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2033,Count,People,1731628,Age structure - Young,Working Age (16 - 64),Female
S92000003,2032,Count,People,1710331,Age structure - Young,Working Age (16 - 64),Male
S92000003,2032,Count,People,594325,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2032,Count,People,1737500,Age structure - Young,Working Age (16 - 64),Female
S92000003,2032,Count,People,705375,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2032,Count,People,434854,Age structure - Young,Children (under 16 years),Female
S92000003,2031,Count,People,458625,Age structure - Young,Children (under 16 years),Male
S92000003,2023,Count,People,606228,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2031,Count,People,695368,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2022,Count,People,1717164,Age structure - Young,Working Age (16 - 64),Male
S92000003,2023,Count,People,447689,Age structure - Young,Children (under 16 years),Female
S92000003,2030,Count,People,1712977,Age structure - Young,Working Age (16 - 64),Male
S92000003,2031,Count,People,1711950,Age structure - Young,Working Age (16 - 64),Male
S92000003,2030,Count,People,459493,Age structure - Young,Children (under 16 years),Male
S92000003,2031,Count,People,1742365,Age structure - Young,Working Age (16 - 64),Female
S92000003,2031,Count,People,585588,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2030,Count,People,1746635,Age structure - Young,Working Age (16 - 64),Female
S92000003,2030,Count,People,684937,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2030,Count,People,435708,Age structure - Young,Children (under 16 years),Female
S92000003,2027,Count,People,1717747,Age structure - Young,Working Age (16 - 64),Male
S92000003,2027,Count,People,544840,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2029,Count,People,1715409,Age structure - Young,Working Age (16 - 64),Male
S92000003,2029,Count,People,672906,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2029,Count,People,566247,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2029,Count,People,1752086,Age structure - Young,Working Age (16 - 64),Female
S92000003,2029,Count,People,436468,Age structure - Young,Children (under 16 years),Female
S92000003,2029,Count,People,460515,Age structure - Young,Children (under 16 years),Male
S92000003,2028,Count,People,555833,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2028,Count,People,437847,Age structure - Young,Children (under 16 years),Female
S92000003,2028,Count,People,1716909,Age structure - Young,Working Age (16 - 64),Male
S92000003,2032,Count,People,457858,Age structure - Young,Children (under 16 years),Male
S92000003,2028,Count,People,660655,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2027,Count,People,648346,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2027,Count,People,463893,Age structure - Young,Children (under 16 years),Male
S92000003,2027,Count,People,1760743,Age structure - Young,Working Age (16 - 64),Female
S92000003,2028,Count,People,1756758,Age structure - Young,Working Age (16 - 64),Female
S92000003,2028,Count,People,461783,Age structure - Young,Children (under 16 years),Male
S92000003,2024,Count,People,445751,Age structure - Young,Children (under 16 years),Female
S92000003,2024,Count,People,1765744,Age structure - Young,Working Age (16 - 64),Female
S92000003,2024,Count,People,616271,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2025,Count,People,626113,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2025,Count,People,523332,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2025,Count,People,1765117,Age structure - Young,Working Age (16 - 64),Female
S92000003,2026,Count,People,1717603,Age structure - Young,Working Age (16 - 64),Male
S92000003,2024,Count,People,513375,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2026,Count,People,466607,Age structure - Young,Children (under 16 years),Male
S92000003,2024,Count,People,1717651,Age structure - Young,Working Age (16 - 64),Male
S92000003,2024,Count,People,469233,Age structure - Young,Children (under 16 years),Male
S92000003,2042,Count,People,611749,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2042,Count,People,465436,Age structure - Young,Children (under 16 years),Male
S92000003,2041,Count,People,615515,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2042,Count,People,736828,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2042,Count,People,1728641,Age structure - Young,Working Age (16 - 64),Male
S92000003,2025,Count,People,443721,Age structure - Young,Children (under 16 years),Female
S92000003,2041,Count,People,1722317,Age structure - Young,Working Age (16 - 64),Male
S92000003,2025,Count,People,467562,Age structure - Young,Children (under 16 years),Male
S92000003,2041,Count,People,1722356,Age structure - Young,Working Age (16 - 64),Female
S92000003,2041,Count,People,464896,Age structure - Young,Children (under 16 years),Male
S92000003,2021,Count,People,1770841,Age structure - Young,Working Age (16 - 64),Female
S92000003,2021,Count,People,1717811,Age structure - Young,Working Age (16 - 64),Male
S92000003,2021,Count,People,471286,Age structure - Young,Children (under 16 years),Male
S92000003,2021,Count,People,448667,Age structure - Young,Children (under 16 years),Female
S92000003,2021,Count,People,588429,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2021,Count,People,484923,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2023,Count,People,1717150,Age structure - Young,Working Age (16 - 64),Male
S92000003,2023,Count,People,470774,Age structure - Young,Children (under 16 years),Male
S92000003,2022,Count,People,494073,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2023,Count,People,503559,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2023,Count,People,1767089,Age structure - Young,Working Age (16 - 64),Female
S92000003,2026,Count,People,636979,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2025,Count,People,1718417,Age structure - Young,Working Age (16 - 64),Male
S92000003,2026,Count,People,1762601,Age structure - Young,Working Age (16 - 64),Female
S92000003,2026,Count,People,533861,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2027,Count,People,439654,Age structure - Young,Children (under 16 years),Female
S92000003,2022,Count,People,448328,Age structure - Young,Children (under 16 years),Female
S92000003,2022,Count,People,471305,Age structure - Young,Children (under 16 years),Male
S92000003,2022,Count,People,596893,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2026,Count,People,442386,Age structure - Young,Children (under 16 years),Female
S92000003,2022,Count,People,1768999,Age structure - Young,Working Age (16 - 64),Female
S92000003,2037,Count,People,165652,Age structure - Young,65-69 years,Male
S92000003,2037,Count,People,186653,Age structure - Young,65-69 years,Female
S92000003,2037,Count,People,129431,Age structure - Young,75-79 years,Male
S92000003,2037,Count,People,183929,Age structure - Young,25-29 years,Male
S92000003,2037,Count,People,179673,Age structure - Young,25-29 years,Female
S92000003,2037,Count,People,183702,Age structure - Young,70-74 years,Female
S92000003,2037,Count,People,144616,Age structure - Young,5-9 years,Male
S92000003,2037,Count,People,175708,Age structure - Young,50-54 years,Male
S92000003,2037,Count,People,185725,Age structure - Young,50-54 years,Female
S92000003,2037,Count,People,161026,Age structure - Young,70-74 years,Male
S92000003,2037,Count,People,152354,Age structure - Young,75-79 years,Female
S92000003,2037,Count,People,194314,Age structure - Young,40-44 years,Male
S92000003,2037,Count,People,137516,Age structure - Young,5-9 years,Female
S92000003,2037,Count,People,201632,Age structure - Young,45-49 years,Female
S92000003,2037,Count,People,180502,Age structure - Young,35-39 years,Male
S92000003,2037,Count,People,175678,Age structure - Young,35-39 years,Female
S92000003,2037,Count,People,197359,Age structure - Young,45-49 years,Male
S92000003,2037,Count,People,170435,Age structure - Young,30-34 years,Female
S92000003,2037,Count,People,164964,Age structure - Young,20-24 years,Female
S92000003,2037,Count,People,174911,Age structure - Young,30-34 years,Male
S92000003,2037,Count,People,169759,Age structure - Young,20-24 years,Male
S92000003,2033,Count,People,175206,Age structure - Young,70-74 years,Female
S92000003,2037,Count,People,25464,Age structure - Young,90 years and over,Male
S92000003,2038,Count,People,147631,Age structure - Young,10-14 years,Male
S92000003,2037,Count,People,40508,Age structure - Young,90 years and over,Female
S92000003,2038,Count,People,140227,Age structure - Young,10-14 years,Female
S92000003,2034,Count,People,157885,Age structure - Young,70-74 years,Male
S92000003,2038,Count,People,139516,Age structure - Young,15-19 years,Female
S92000003,2035,Count,People,141101,Age structure - Young,0-4 years,Male
S92000003,2035,Count,People,146473,Age structure - Young,10-14 years,Male
S92000003,2035,Count,People,139159,Age structure - Young,10-14 years,Female
S92000003,2038,Count,People,141740,Age structure - Young,0-4 years,Male
S92000003,2038,Count,People,134965,Age structure - Young,0-4 years,Female
S92000003,2037,Count,People,162347,Age structure - Young,55-59 years,Male
S92000003,2037,Count,People,173006,Age structure - Young,55-59 years,Female
S92000003,2037,Count,People,87055,Age structure - Young,80-84 years,Male
S92000003,2037,Count,People,161339,Age structure - Young,60-64 years,Female
S92000003,2037,Count,People,150016,Age structure - Young,60-64 years,Male
S92000003,2034,Count,People,120174,Age structure - Young,75-79 years,Male
S92000003,2034,Count,People,141680,Age structure - Young,75-79 years,Female
S92000003,2037,Count,People,108871,Age structure - Young,80-84 years,Female
S92000003,2037,Count,People,51403,Age structure - Young,85-89 years,Male
S92000003,2037,Count,People,70189,Age structure - Young,85-89 years,Female
S92000003,2034,Count,People,161187,Age structure - Young,55-59 years,Female
S92000003,2034,Count,People,145081,Age structure - Young,5-9 years,Male
S92000003,2034,Count,People,170346,Age structure - Young,50-54 years,Male
S92000003,2034,Count,People,180784,Age structure - Young,60-64 years,Female
S92000003,2034,Count,People,164890,Age structure - Young,60-64 years,Male
S92000003,2034,Count,People,181329,Age structure - Young,50-54 years,Female
S92000003,2034,Count,People,174639,Age structure - Young,65-69 years,Male
S92000003,2037,Count,People,147519,Age structure - Young,10-14 years,Male
S92000003,2034,Count,People,193948,Age structure - Young,65-69 years,Female
S92000003,2037,Count,People,138379,Age structure - Young,15-19 years,Female
S92000003,2037,Count,People,140133,Age structure - Young,10-14 years,Female
S92000003,2036,Count,People,189540,Age structure - Young,65-69 years,Female
S92000003,2036,Count,People,183279,Age structure - Young,70-74 years,Female
S92000003,2036,Count,People,169051,Age structure - Young,65-69 years,Male
S92000003,2036,Count,People,37295,Age structure - Young,90 years and over,Female
S92000003,2036,Count,People,22991,Age structure - Young,90 years and over,Male
S92000003,2036,Count,People,148862,Age structure - Young,75-79 years,Female
S92000003,2036,Count,People,160892,Age structure - Young,70-74 years,Male
S92000003,2034,Count,People,151944,Age structure - Young,55-59 years,Male
S92000003,2036,Count,People,126414,Age structure - Young,75-79 years,Male
S92000003,2036,Count,People,105973,Age structure - Young,80-84 years,Female
S92000003,2020,Count,People,476286,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2020,Count,People,1772308,Age structure - Young,Working Age (16 - 64),Female
S92000003,2020,Count,People,1717670,Age structure - Young,Working Age (16 - 64),Male
S92000003,2020,Count,People,471518,Age structure - Young,Children (under 16 years),Male
S92000003,2018,Count,People,1774715,Age structure - Young,Working Age (16 - 64),Female
S92000003,2020,Count,People,580741,Age structure - Young,Pensionable Age (65 and over),Female
S92000003,2020,Count,People,448658,Age structure - Young,Children (under 16 years),Female
S92000003,2019,Count,People,468678,Age structure - Young,Pensionable Age (65 and over),Male
S92000003,2037,Count,People,191057,Age structure - Young,40-44 years,Female
S92000003,2019,Count,People,1717118,Age structure - Young,Working Age (16 - 64),Male
